trial_number,train_batch_size,test_batch_size,learning_rate,activation_function,epochs,threshold,test_time,training_time,train_set_size,test_set_size,size_input,size_metalayer_uno,size_metalayer_due,size_metalayer_tre
107,1024,2048,0.1,torch.nn.ReLU(),10,5,10,10,60000,10000,784,1000,600,200
